roll_no,sub_code,internal_marks,external_marks,sgpa,total_marks
1783930011,RAS601,27,54,8.04,81
1783930011,RUC601,24,52,8.04,76
1783930011,RIC603,19,48,8.04,67
1783930011,REC601,19,48,8.04,67
1783930011,REC602,26,53,8.04,79
1783930011,REC064,25,53,8.04,78
1783930011,REC651,45,46,8.04,91
1783930011,REC652,46,46,8.04,92
1783930011,RIC653,41,44,8.04,85
1783930011,RIC651,30,41,8.04,71
1783930011,ROE072,23,36,7.38,59
1783930011,REC072,13,39,7.38,52
1783930011,REC075,19,42,7.38,61
1783930011,REC701,24,39,7.38,63
1783930011,REC702,24,39,7.38,63
1783930011,REC751,35,48,7.38,83
1783930011,REC752,48,48,7.38,96
1783930011,REC753,81,0,7.38,81
1783930011,REC754,170,0,7.38,170
1783930012,RAS101,17,30,6.5,47
1783930012,RAS102,19,33,6.5,52
1783930012,RAS103,22,40,6.5,62
1783930012,RME101,20,34,6.5,54
1783930012,RCS101,22,26,6.5,48
1783930012,RAS152,40,40,6.5,80
1783930012,RME151,42,46,6.5,88
1783930012,RCS151,42,41,6.5,83
1783930012,RCE151,44,40,6.5,84
1783930012,RAS203,15,45,7.5,60
1783930012,RAS201,15,62,7.5,77
1783930012,REE201,26,41,7.5,67
1783930012,RAS204,27,37,7.5,64
1783930012,REC201,20,36,7.5,56
1783930012,RAS251,42,45,7.5,87
1783930012,REE251,44,46,7.5,90
1783930012,RAS254,48,48,7.5,96
1783930012,RME252,40,45,7.5,85
1783930012,RAS301,19,46,7.46,65
1783930012,RVE301,25,37,7.46,62
1783930012,REE305,23,61,7.46,84
1783930012,REC301,27,47,7.46,74
1783930012,REC302,16,46,7.46,62
1783930012,REC303,22,35,7.46,57
1783930012,REC351,45,40,7.46,85
1783930012,REC352,38,36,7.46,74
1783930012,REC353,36,43,7.46,79
1783930012,REC354,36,43,7.46,79
1783930012,ROE047,25,46,8.0,71
1783930012,RAS402,22,50,8.0,72
1783930012,REC401,25,46,8.0,71
1783930012,REC402,24,38,8.0,62
1783930012,REC403,27,52,8.0,79
1783930012,RCS406,27,46,8.0,73
1783930012,REC451,45,40,8.0,85
1783930012,REC452,41,43,8.0,84
1783930012,REC453,42,46,8.0,88
1783930012,RCS456,44,37,8.0,81
1783930012,RAS501,30,55,8.46,85
1783930012,RAS502,28,50,8.46,78
1783930012,REC501A,22,49,8.46,71
1783930012,REC502,25,46,8.46,71
1783930012,REC503,24,61,8.46,85
1783930012,REC051,24,46,8.46,70
1783930012,REC551,38,45,8.46,83
1783930012,REC552,45,45,8.46,90
1783930012,REC553,47,44,8.46,91
1783930012,REC554,37,42,8.46,79
1783930012,RAS601,27,51,8.21,78
1783930012,RUC601,23,48,8.21,71
1783930012,RIC603,28,52,8.21,80
1783930012,REC601,25,50,8.21,75
1783930012,REC602,27,51,8.21,78
1783930012,REC064,18,45,8.21,63
1783930012,REC651,44,43,8.21,87
1783930012,REC652,47,44,8.21,91
1783930012,RIC653,46,44,8.21,90
1783930012,RIC651,40,42,8.21,82
1783930012,ROE072,24,49,8.0,73
1783930012,REC072,29,48,8.0,77
1783930012,REC075,27,41,8.0,68
1783930012,REC701,28,38,8.0,66
1783930012,REC702,27,46,8.0,73
1783930012,REC751,48,46,8.0,94
1783930012,REC752,42,46,8.0,88
1783930012,REC753,86,0,8.0,86
1783930012,REC754,170,0,8.0,170
1783930013,RAS101,19,35,6.88,54
1783930013,RAS102,28,47,6.88,75
1783930013,RAS103,22,30,6.88,52
1783930013,RME101,17,33,6.88,50
1783930013,RCS101,21,28,6.88,49
1783930013,RAS152,47,48,6.88,95
1783930013,RME151,40,43,6.88,83
1783930013,RCS151,41,43,6.88,84
1783930013,RCE151,42,40,6.88,82
1783930013,RAS203,15,49,6.83,64
1783930013,RAS201,15,33,6.83,48
1783930013,REE201,22,41,6.83,63
1783930013,RAS204,21,32,6.83,53
1783930013,REC201,17,40,6.83,57
1783930013,RAS251,41,46,6.83,87
1783930013,REE251,45,46,6.83,91
1783930013,RAS254,45,38,6.83,83
1783930013,RME252,44,43,6.83,87
1783930013,RAS301,18,28,6.67,46
1783930013,RVE301,22,48,6.67,70
1783930013,REE305,23,47,6.67,70
1783930013,REC301,23,25,6.67,48
1783930013,REC302,17,28,6.67,45
1783930013,REC303,17,54,6.67,71
1783930013,REC351,43,46,6.67,89
1783930013,REC352,32,38,6.67,70
1783930013,REC353,39,37,6.67,76
1783930013,REC354,36,35,6.67,71
1783930013,ROE047,21,48,6.71,69
1783930013,RAS402,20,28,6.71,48
1783930013,REC401,23,42,6.71,65
1783930013,REC402,18,46,6.71,64
1783930013,REC403,18,39,6.71,57
1783930013,RCS406,15,40,6.71,55
1783930013,REC451,42,35,6.71,77
1783930013,REC452,35,39,6.71,74
1783930013,REC453,40,44,6.71,84
1783930013,RCS456,41,37,6.71,78
1783930013,RAS501,25,49,7.17,74
1783930013,RAS502,24,42,7.17,66
1783930013,REC501A,15,37,7.17,52
1783930013,REC502,28,41,7.17,69
1783930013,REC503,15,47,7.17,62
1783930013,REC051,17,38,7.17,55
1783930013,REC551,46,35,7.17,81
1783930013,REC552,40,45,7.17,85
1783930013,REC553,37,44,7.17,81
1783930013,REC554,45,36,7.17,81
1783930013,RAS601,29,48,7.13,77
1783930013,RUC601,27,47,7.13,74
1783930013,RIC603,13,37,7.13,50
1783930013,REC601,19,41,7.13,60
1783930013,REC602,19,41,7.13,60
1783930013,REC064,16,39,7.13,55
1783930013,REC651,43,42,7.13,85
1783930013,REC652,37,40,7.13,77
1783930013,RIC653,34,39,7.13,73
1783930013,RIC651,30,38,7.13,68
1783930013,ROE072,23,40,7.33,63
1783930013,REC072,24,37,7.33,61
1783930013,REC075,24,47,7.33,71
1783930013,REC701,18,35,7.33,53
1783930013,REC702,24,31,7.33,55
1783930013,REC751,44,44,7.33,88
1783930013,REC752,38,44,7.33,82
1783930013,REC753,80,0,7.33,80
1783930013,REC754,145,0,7.33,145
1783930014,RAS101,16,43,7.67,59
1783930014,RAS102,29,57,7.67,86
1783930014,RAS103,19,55,7.67,74
1783930014,RME101,16,47,7.67,63
1783930014,RCS101,24,30,7.67,54
1783930014,RAS152,48,48,7.67,96
1783930014,RME151,40,44,7.67,84
1783930014,RCS151,44,41,7.67,85
1783930014,RCE151,44,41,7.67,85
1783930014,RAS203,26,63,7.83,89
1783930014,RAS201,15,52,7.83,67
1783930014,REE201,27,35,7.83,62
1783930014,RAS204,26,48,7.83,74
1783930014,REC201,25,31,7.83,56
1783930014,RAS251,44,48,7.83,92
1783930014,REE251,45,49,7.83,94
1783930014,RAS254,48,45,7.83,93
1783930014,RME252,41,41,7.83,82
1783930014,RAS301,14,45,6.75,59
1783930014,RVE301,18,46,6.75,64
1783930014,REE305,22,36,6.75,58
1783930014,REC301,26,35,6.75,61
1783930014,REC302,16,49,6.75,65
1783930014,REC303,16,34,6.75,50
1783930014,REC351,44,44,6.75,88
1783930014,REC352,40,36,6.75,76
1783930014,REC353,35,36,6.75,71
1783930014,REC354,36,33,6.75,69
1783930014,ROE047,22,42,7.63,64
1783930014,RAS402,21,46,7.63,67
1783930014,REC401,23,39,7.63,62
1783930014,REC402,23,54,7.63,77
1783930014,REC403,22,53,7.63,75
1783930014,RCS406,21,43,7.63,64
1783930014,REC451,40,40,7.63,80
1783930014,REC452,38,48,7.63,86
1783930014,REC453,44,46,7.63,90
1783930014,RCS456,41,38,7.63,79
1783930014,RAS501,25,39,7.5,64
1783930014,RAS502,24,54,7.5,78
1783930014,REC501A,21,42,7.5,63
1783930014,REC502,22,38,7.5,60
1783930014,REC503,15,45,7.5,60
1783930014,REC051,15,47,7.5,62
1783930014,REC551,46,38,7.5,84
1783930014,REC552,48,42,7.5,90
1783930014,REC553,41,43,7.5,84
1783930014,REC554,45,40,7.5,85
1783930014,RAS601,28,52,7.29,80
1783930014,RUC601,24,49,7.29,73
1783930014,RIC603,15,43,7.29,58
1783930014,REC601,19,45,7.29,64
1783930014,REC602,21,47,7.29,68
1783930014,REC064,15,43,7.29,58
1783930014,REC651,42,43,7.29,85
1783930014,REC652,35,41,7.29,76
1783930014,RIC653,36,41,7.29,77
1783930014,RIC651,35,41,7.29,76
1783930014,ROE072,22,35,7.17,57
1783930014,REC072,17,47,7.17,64
1783930014,REC075,19,46,7.17,65
1783930014,REC701,18,35,7.17,53
1783930014,REC702,19,49,7.17,68
1783930014,REC751,36,42,7.17,78
1783930014,REC752,38,42,7.17,80
1783930014,REC753,75,0,7.17,75
1783930014,REC754,170,0,7.17,170
1783930015,RAS101,17,31,5.75,48
1783930015,RAS102,19,21,5.75,40
1783930015,RAS103,23,36,5.75,59
1783930015,RME101,18,25,5.75,43
1783930015,RCS101,20,34,5.75,54
1783930015,RAS152,40,42,5.75,82
1783930015,RME151,40,47,5.75,87
1783930015,RCS151,40,39,5.75,79
1783930015,RCE151,43,38,5.75,81
1783930015,RAS203,15,29,5.92,44
1783930015,RAS201,15,34,5.92,49
1783930015,REE201,19,30,5.92,49
1783930015,RAS204,21,36,5.92,57
1783930015,REC201,13,41,5.92,54
1783930015,RAS251,39,44,5.92,83
1783930015,REE251,43,48,5.92,91
1783930015,RAS254,35,47,5.92,82
1783930015,RME252,35,41,5.92,76
1783930015,RAS301,17,26,5.38,43
1783930015,RVE301,21,37,5.38,58
1783930015,REE305,28,39,5.38,67
1783930015,REC301,19,23,5.38,42
1783930015,REC302,15,25,5.38,40
1783930015,REC303,18,30,5.38,48
1783930015,REC351,40,36,5.38,76
1783930015,REC352,38,34,5.38,72
1783930015,REC353,39,40,5.38,79
1783930015,REC354,31,33,5.38,64
1783930015,ROE047,20,42,6.33,62
1783930015,RAS402,23,43,6.33,66
1783930015,REC401,15,35,6.33,50
1783930015,REC402,15,27,6.33,42
1783930015,REC403,15,42,6.33,57
1783930015,RCS406,17,36,6.33,53
1783930015,REC451,40,39,6.33,79
1783930015,REC452,38,41,6.33,79
1783930015,REC453,38,41,6.33,79
1783930015,RCS456,44,37,6.33,81
1783930015,RAS501,28,21,6.29,49
1783930015,RAS502,24,45,6.29,69
1783930015,REC501A,16,48,6.29,64
1783930015,REC502,19,40,6.29,59
1783930015,REC503,14,47,6.29,61
1783930015,REC051,17,27,6.29,44
1783930015,REC551,36,35,6.29,71
1783930015,REC552,45,41,6.29,86
1783930015,REC553,37,41,6.29,78
1783930015,REC554,35,36,6.29,71
1783930015,RAS601,27,42,6.75,69
1783930015,RUC601,24,40,6.75,64
1783930015,RIC603,17,35,6.75,52
1783930015,REC601,21,38,6.75,59
1783930015,REC602,21,38,6.75,59
1783930015,REC064,18,36,6.75,54
1783930015,REC651,47,42,6.75,89
1783930015,REC652,35,39,6.75,74
1783930015,RIC653,40,40,6.75,80
1783930015,RIC651,48,42,6.75,90
1783930015,ROE072,22,28,6.92,50
1783930015,REC072,25,38,6.92,63
1783930015,REC075,25,44,6.92,69
1783930015,REC701,27,22,6.92,49
1783930015,REC702,25,39,6.92,64
1783930015,REC751,43,44,6.92,87
1783930015,REC752,37,44,6.92,81
1783930015,REC753,76,0,6.92,76
1783930015,REC754,155,0,6.92,155
1783930016,RAS101,26,53,8.88,79
1783930016,RAS102,29,44,8.88,73
1783930016,RAS103,28,65,8.88,93
1783930016,RME101,28,62,8.88,90
1783930016,RCS101,28,34,8.88,62
1783930016,RAS152,48,48,8.88,96
1783930016,RME151,47,48,8.88,95
1783930016,RCS151,48,44,8.88,92
1783930016,RCE151,44,42,8.88,86
1783930016,RAS203,28,56,8.13,84
1783930016,RAS201,22,51,8.13,73
1783930016,REE201,29,39,8.13,68
1783930016,RAS204,26,31,8.13,57
1783930016,REC201,24,51,8.13,75
1783930016,RAS251,46,43,8.13,89
1783930016,REE251,49,46,8.13,95
1783930016,RAS254,45,45,8.13,90
1783930016,RME252,43,47,8.13,90
1783930016,RAS301,27,51,8.08,78
1783930016,RVE301,21,44,8.08,65
1783930016,REE305,28,47,8.08,75
1783930016,REC301,28,48,8.08,76
1783930016,REC302,29,38,8.08,67
1783930016,REC303,30,53,8.08,83
1783930016,REC351,43,45,8.08,88
1783930016,REC352,46,36,8.08,82
1783930016,REC353,50,49,8.08,99
1783930016,REC354,49,44,8.08,93
1783930016,ROE047,29,48,8.71,77
1783930016,RAS402,27,53,8.71,80
1783930016,REC401,30,52,8.71,82
1783930016,REC402,28,54,8.71,82
1783930016,REC403,30,50,8.71,80
1783930016,RCS406,26,42,8.71,68
1783930016,REC451,48,47,8.71,95
1783930016,REC452,46,49,8.71,95
1783930016,REC453,47,49,8.71,96
1783930016,RCS456,44,43,8.71,87
1783930016,RAS501,30,49,8.96,79
1783930016,RAS502,29,59,8.96,88
1783930016,REC501A,30,56,8.96,86
1783930016,REC502,30,48,8.96,78
1783930016,REC503,30,60,8.96,90
1783930016,REC051,29,56,8.96,85
1783930016,REC551,46,47,8.96,93
1783930016,REC552,48,47,8.96,95
1783930016,REC553,49,48,8.96,97
1783930016,REC554,45,42,8.96,87
1783930016,RAS601,28,55,9.04,83
1783930016,RUC601,25,53,9.04,78
1783930016,RIC603,29,55,9.04,84
1783930016,REC601,30,56,9.04,86
1783930016,REC602,28,55,9.04,83
1783930016,REC064,29,55,9.04,84
1783930016,REC651,49,47,9.04,96
1783930016,REC652,49,47,9.04,96
1783930016,RIC653,49,47,9.04,96
1783930016,RIC651,48,46,9.04,94
1783930016,ROE072,28,42,8.46,70
1783930016,REC072,28,47,8.46,75
1783930016,REC075,29,42,8.46,71
1783930016,REC701,30,40,8.46,70
1783930016,REC702,29,49,8.46,78
1783930016,REC751,48,50,8.46,98
1783930016,REC752,49,50,8.46,99
1783930016,REC753,90,0,8.46,90
1783930016,REC754,165,0,8.46,165
1783930017,RAS101,25,54,7.75,79
1783930017,RAS102,28,50,7.75,78
1783930017,RAS103,24,42,7.75,66
1783930017,RME101,27,40,7.75,67
1783930017,RCS101,27,23,7.75,50
1783930017,RAS152,47,47,7.75,94
1783930017,RME151,46,44,7.75,90
1783930017,RCS151,47,45,7.75,92
1783930017,RCE151,46,39,7.75,85
1783930017,RAS203,29,42,7.71,71
1783930017,RAS201,18,45,7.71,63
1783930017,REE201,26,36,7.71,62
1783930017,RAS204,24,40,7.71,64
1783930017,REC201,23,40,7.71,63
1783930017,RAS251,47,45,7.71,92
1783930017,REE251,46,46,7.71,92
1783930017,RAS254,46,45,7.71,91
1783930017,RME252,38,45,7.71,83
1783930017,RAS301,23,39,7.25,62
1783930017,RVE301,16,37,7.25,53
1783930017,REE305,29,50,7.25,79
1783930017,REC301,22,42,7.25,64
1783930017,REC302,24,25,7.25,49
1783930017,REC303,23,60,7.25,83
1783930017,REC351,39,46,7.25,85
1783930017,REC352,44,43,7.25,87
1783930017,REC353,40,46,7.25,86
1783930017,REC354,42,40,7.25,82
1783930017,ROE047,19,40,6.54,59
1783930017,RAS402,20,32,6.54,52
1783930017,REC401,18,32,6.54,50
1783930017,REC402,21,31,6.54,52
1783930017,REC403,21,39,6.54,60
1783930017,RCS406,18,40,6.54,58
1783930017,REC451,40,37,6.54,77
1783930017,REC452,36,40,6.54,76
1783930017,REC453,39,41,6.54,80
1783930017,RCS456,44,42,6.54,86
1783930017,RAS501,22,36,7.33,58
1783930017,RAS502,21,44,7.33,65
1783930017,REC501A,25,40,7.33,65
1783930017,REC502,19,47,7.33,66
1783930017,REC503,16,42,7.33,58
1783930017,REC051,23,48,7.33,71
1783930017,REC551,44,47,7.33,91
1783930017,REC552,48,43,7.33,91
1783930017,REC553,39,42,7.33,81
1783930017,REC554,43,42,7.33,85
1783930017,RAS601,28,49,8.0,77
1783930017,RUC601,24,46,8.0,70
1783930017,RIC603,28,49,8.0,77
1783930017,REC601,27,48,8.0,75
1783930017,REC602,23,45,8.0,68
1783930017,REC064,18,42,8.0,60
1783930017,REC651,46,45,8.0,91
1783930017,REC652,46,45,8.0,91
1783930017,RIC653,47,45,8.0,92
1783930017,RIC651,40,43,8.0,83
1783930017,ROE072,27,32,7.42,59
1783930017,REC072,26,38,7.42,64
1783930017,REC075,26,39,7.42,65
1783930017,REC701,29,27,7.42,56
1783930017,REC702,26,43,7.42,69
1783930017,REC751,44,50,7.42,94
1783930017,REC752,47,50,7.42,97
1783930017,REC753,78,0,7.42,78
1783930017,REC754,180,0,7.42,180
1783930018,RAS101,26,46,8.33,72
1783930018,RAS102,29,59,8.33,88
1783930018,RAS103,25,47,8.33,72
1783930018,RME101,25,51,8.33,76
1783930018,RCS101,27,41,8.33,68
1783930018,RAS152,48,48,8.33,96
1783930018,RME151,45,48,8.33,93
1783930018,RCS151,47,41,8.33,88
1783930018,RCE151,47,40,8.33,87
1783930018,RAS203,20,32,7.5,52
1783930018,RAS201,18,38,7.5,56
1783930018,REE201,26,36,7.5,62
1783930018,RAS204,28,51,7.5,79
1783930018,REC201,23,52,7.5,75
1783930018,RAS251,47,44,7.5,91
1783930018,REE251,47,48,7.5,95
1783930018,RAS254,49,47,7.5,96
1783930018,RME252,46,41,7.5,87
1783930018,RAS301,23,52,9.0,75
1783930018,RVE301,28,52,9.0,80
1783930018,REE305,28,65,9.0,93
1783930018,REC301,29,54,9.0,83
1783930018,REC302,24,60,9.0,84
1783930018,REC303,20,60,9.0,80
1783930018,REC351,45,46,9.0,91
1783930018,REC352,40,42,9.0,82
1783930018,REC353,39,41,9.0,80
1783930018,REC354,43,45,9.0,88
1783930018,ROE047,29,49,7.96,78
1783930018,RAS402,25,55,7.96,80
1783930018,REC401,26,45,7.96,71
1783930018,REC402,21,41,7.96,62
1783930018,REC403,20,44,7.96,64
1783930018,RCS406,23,40,7.96,63
1783930018,REC451,45,47,7.96,92
1783930018,REC452,46,48,7.96,94
1783930018,REC453,40,45,7.96,85
1783930018,RCS456,44,44,7.96,88
1783930018,RAS501,30,55,8.29,85
1783930018,RAS502,29,61,8.29,90
1783930018,REC501A,21,41,8.29,62
1783930018,REC502,21,47,8.29,68
1783930018,REC503,16,64,8.29,80
1783930018,REC051,24,50,8.29,74
1783930018,REC551,42,36,8.29,78
1783930018,REC552,48,42,8.29,90
1783930018,REC553,37,41,8.29,78
1783930018,REC554,41,35,8.29,76
1783930018,RAS601,29,55,8.46,84
1783930018,RUC601,28,55,8.46,83
1783930018,RIC603,19,48,8.46,67
1783930018,REC601,27,54,8.46,81
1783930018,REC602,27,54,8.46,81
1783930018,REC064,18,48,8.46,66
1783930018,REC651,44,44,8.46,88
1783930018,REC652,48,45,8.46,93
1783930018,RIC653,41,43,8.46,84
1783930018,RIC651,42,44,8.46,86
1783930018,ROE072,29,55,8.63,84
1783930018,REC072,29,43,8.63,72
1783930018,REC075,29,46,8.63,75
1783930018,REC701,30,47,8.63,77
1783930018,REC702,28,52,8.63,80
1783930018,REC751,48,48,8.63,96
1783930018,REC752,42,48,8.63,90
1783930018,REC753,88,0,8.63,88
1783930018,REC754,160,0,8.63,160
1783930019,RAS101,20,51,7.92,71
1783930019,RAS102,19,41,7.92,60
1783930019,RAS103,26,51,7.92,77
1783930019,RME101,25,53,7.92,78
1783930019,RCS101,23,46,7.92,69
1783930019,RAS152,40,42,7.92,82
1783930019,RME151,45,44,7.92,89
1783930019,RCS151,43,40,7.92,83
1783930019,RCE151,42,40,7.92,82
1783930019,RAS203,25,26,7.17,51
1783930019,RAS201,21,31,7.17,52
1783930019,REE201,26,43,7.17,69
1783930019,RAS204,24,36,7.17,60
1783930019,REC201,24,36,7.17,60
1783930019,RAS251,48,48,7.17,96
1783930019,REE251,48,47,7.17,95
1783930019,RAS254,45,42,7.17,87
1783930019,RME252,46,40,7.17,86
1783930019,RAS301,21,52,7.54,73
1783930019,RVE301,18,41,7.54,59
1783930019,REE305,29,46,7.54,75
1783930019,REC301,23,42,7.54,65
1783930019,REC302,21,33,7.54,54
1783930019,REC303,26,63,7.54,89
1783930019,REC351,45,40,7.54,85
1783930019,REC352,38,38,7.54,76
1783930019,REC353,39,47,7.54,86
1783930019,REC354,44,43,7.54,87
1783930019,ROE047,28,30,7.63,58
1783930019,RAS402,24,48,7.63,72
1783930019,REC401,25,47,7.63,72
1783930019,REC402,26,48,7.63,74
1783930019,REC403,29,39,7.63,68
1783930019,RCS406,25,35,7.63,60
1783930019,REC451,42,37,7.63,79
1783930019,REC452,47,49,7.63,96
1783930019,REC453,47,49,7.63,96
1783930019,RCS456,44,42,7.63,86
1783930019,RAS501,25,46,7.79,71
1783930019,RAS502,24,45,7.79,69
1783930019,REC501A,27,43,7.79,70
1783930019,REC502,23,41,7.79,64
1783930019,REC503,25,56,7.79,81
1783930019,REC051,23,43,7.79,66
1783930019,REC551,42,42,7.79,84
1783930019,REC552,45,41,7.79,86
1783930019,REC553,44,40,7.79,84
1783930019,REC554,41,38,7.79,79
1783930019,RAS601,29,51,8.21,80
1783930019,RUC601,27,50,8.21,77
1783930019,RIC603,17,43,8.21,60
1783930019,REC601,25,49,8.21,74
1783930019,REC602,23,47,8.21,70
1783930019,REC064,27,50,8.21,77
1783930019,REC651,44,43,8.21,87
1783930019,REC652,47,44,8.21,91
1783930019,RIC653,40,42,8.21,82
1783930019,RIC651,40,42,8.21,82
1783930019,ROE072,26,35,7.83,61
1783930019,REC072,28,46,7.83,74
1783930019,REC075,28,36,7.83,64
1783930019,REC701,24,34,7.83,58
1783930019,REC702,28,52,7.83,80
1783930019,REC751,44,46,7.83,90
1783930019,REC752,40,46,7.83,86
1783930019,REC753,80,0,7.83,80
1783930019,REC754,160,0,7.83,160
1783930020,RAS101,20,51,6.5,71
1783930020,RAS102,20,23,6.5,43
1783930020,RAS103,21,27,6.5,48
1783930020,RME101,22,47,6.5,69
1783930020,RCS101,20,25,6.5,45
1783930020,RAS152,41,41,6.5,82
1783930020,RME151,42,45,6.5,87
1783930020,RCS151,40,40,6.5,80
1783930020,RCE151,42,39,6.5,81
1783930020,RAS203,15,56,6.58,71
1783930020,RAS201,15,40,6.58,55
1783930020,REE201,19,26,6.58,45
1783930020,RAS204,21,32,6.58,53
1783930020,REC201,16,31,6.58,47
1783930020,RAS251,40,45,6.58,85
1783930020,REE251,48,45,6.58,93
1783930020,RAS254,40,47,6.58,87
1783930020,RME252,38,40,6.58,78
1783930020,RAS301,15,28,5.58,43
1783930020,RVE301,20,29,5.58,49
1783930020,REE305,21,32,5.58,53
1783930020,REC301,17,25,5.58,42
1783930020,REC302,17,39,5.58,56
1783930020,REC303,15,39,5.58,54
1783930020,REC351,38,37,5.58,75
1783930020,REC352,34,33,5.58,67
1783930020,REC353,38,35,5.58,73
1783930020,REC354,38,37,5.58,75
1783930020,ROE047,18,35,5.79,53
1783930020,RAS402,16,32,5.79,48
1783930020,REC401,15,24,5.79,39
1783930020,REC402,12,38,5.79,50
1783930020,REC403,16,44,5.79,60
1783930020,RCS406,12,49,5.79,61
1783930020,REC451,39,35,5.79,74
1783930020,REC452,36,39,5.79,75
1783930020,REC453,42,44,5.79,86
1783930020,RCS456,41,43,5.79,84
1783930020,RAS501,25,37,5.46,62
1783930020,RAS502,23,19,5.46,42
1783930020,REC501A,14,30,5.46,44
1783930020,REC502,18,34,5.46,52
1783930020,REC503,10,40,5.46,50
1783930020,REC051,14,45,5.46,59
1783930020,REC551,33,40,5.46,73
1783930020,REC552,45,42,5.46,87
1783930020,REC553,37,41,5.46,78
1783930020,REC554,32,35,5.46,67
1783930020,RAS601,28,45,7.0,73
1783930020,RUC601,25,43,7.0,68
1783930020,RIC603,17,37,7.0,54
1783930020,REC601,19,38,7.0,57
1783930020,REC602,25,43,7.0,68
1783930020,REC064,18,38,7.0,56
1783930020,REC651,45,43,7.0,88
1783930020,REC652,47,43,7.0,90
1783930020,RIC653,39,41,7.0,80
1783930020,RIC651,35,40,7.0,75
1783930020,ROE072,26,32,6.96,58
1783930020,REC072,24,34,6.96,58
1783930020,REC075,24,37,6.96,61
1783930020,REC701,18,35,6.96,53
1783930020,REC702,24,30,6.96,54
1783930020,REC751,42,44,6.96,86
1783930020,REC752,39,44,6.96,83
1783930020,REC753,75,0,6.96,75
1783930020,REC754,160,0,6.96,160
1783930021,RAS101,22,28,6.25,50
1783930021,RAS102,20,22,6.25,42
1783930021,RAS103,22,25,6.25,47
1783930021,RME101,23,27,6.25,50
1783930021,RCS101,22,47,6.25,69
1783930021,RAS152,40,42,6.25,82
1783930021,RME151,43,44,6.25,87
1783930021,RCS151,42,43,6.25,85
1783930021,RCE151,44,40,6.25,84
1783930021,RAS203,15,31,6.5,46
1783930021,RAS201,15,30,6.5,45
1783930021,REE201,22,32,6.5,54
1783930021,RAS204,25,43,6.5,68
1783930021,REC201,18,36,6.5,54
1783930021,RAS251,40,46,6.5,86
1783930021,REE251,44,46,6.5,90
1783930021,RAS254,45,45,6.5,90
1783930021,RME252,44,39,6.5,83
1783930021,RAS301,16,27,5.08,43
1783930021,RVE301,14,21,5.08,35
1783930021,REE305,22,43,5.08,65
1783930021,REC301,23,28,5.08,51
1783930021,REC302,20,28,5.08,48
1783930021,REC303,19,21,5.08,40
1783930021,REC351,43,43,5.08,86
1783930021,REC352,40,39,5.08,79
1783930021,REC353,39,41,5.08,80
1783930021,REC354,45,41,5.08,86
1783930021,ROE047,20,21,5.67,41
1783930021,RAS402,15,44,5.67,59
1783930021,REC401,17,23,5.67,40
1783930021,REC402,16,32,5.67,48
1783930021,REC403,17,38,5.67,55
1783930021,RCS406,14,45,5.67,59
1783930021,REC451,39,35,5.67,74
1783930021,REC452,40,44,5.67,84
1783930021,REC453,42,44,5.67,86
1783930021,RCS456,41,37,5.67,78
1783930021,RAS501,25,36,6.38,61
1783930021,RAS502,23,29,6.38,52
1783930021,REC501A,16,45,6.38,61
1783930021,REC502,20,35,6.38,55
1783930021,REC503,15,31,6.38,46
1783930021,REC051,19,26,6.38,45
1783930021,REC551,43,45,6.38,88
1783930021,REC552,40,38,6.38,78
1783930021,REC553,37,37,6.38,74
1783930021,REC554,42,47,6.38,89
1783930021,RAS601,28,42,7.29,70
1783930021,RUC601,23,38,7.29,61
1783930021,RIC603,21,37,7.29,58
1783930021,REC601,23,38,7.29,61
1783930021,REC602,24,39,7.29,63
1783930021,REC064,18,35,7.29,53
1783930021,REC651,47,43,7.29,90
1783930021,REC652,47,43,7.29,90
1783930021,RIC653,40,41,7.29,81
1783930021,RIC651,47,43,7.29,90
1783930021,ROE072,24,38,7.38,62
1783930021,REC072,22,36,7.38,58
1783930021,REC075,23,35,7.38,58
1783930021,REC701,25,53,7.38,78
1783930021,REC702,23,50,7.38,73
1783930021,REC751,41,46,7.38,87
1783930021,REC752,41,46,7.38,87
1783930021,REC753,76,0,7.38,76
1783930021,REC754,155,0,7.38,155
1783930022,RAS101,15,1,3.92,16
1783930022,RAS102,19,16,3.92,35
